RefSeq	Chr	Strand	Start	End	Symbol
GRMZM2G059544_T02	4	-	39589806	39591031	GRMZM2G059544
GRMZM2G059549_T01	5	-	18407763	18412561	GRMZM2G059549
GRMZM2G059556_T01	4	-	31140900	31144336	GRMZM2G059556
GRMZM2G059562_T01	3	-	184872990	184874285	GRMZM2G059562
GRMZM2G059565_T01	9	+	138017260	138019338	GRMZM2G059565
GRMZM2G059574_T01	9	-	80720281	80721240	GRMZM2G059574
GRMZM2G059580_T01	9	-	80721753	80725509	GRMZM2G059580
GRMZM2G059582_T01	10	-	4292079	4292876	GRMZM2G059582
GRMZM2G059590_T01	8	+	153395952	153402415	GRMZM2G059590
GRMZM2G059618_T01	4	-	67681281	67689739	GRMZM2G059618
GRMZM2G059620_T02	4	-	5548773	5561370	GRMZM2G059620
GRMZM2G059624_T01	6	-	151653745	151654475	GRMZM2G059624
GRMZM2G059634_T01	6	+	118330274	118333702	GRMZM2G059634
GRMZM2G059637_T01	6	+	151656065	151659268	GRMZM2G059637
GRMZM2G059643_T01	4	+	67704851	67705791	GRMZM2G059643
GRMZM2G059663_T01	3	-	201168888	201169316	GRMZM2G059663
GRMZM2G059669_T01	4	-	183299367	183302313	GRMZM2G059669
GRMZM2G059671_T01	5	-	168292452	168304741	GRMZM2G059671
GRMZM2G059678_T01	3	-	195307505	195312044	GRMZM2G059678
GRMZM2G059689_T01	2	-	13477102	13477636	GRMZM2G059689
GRMZM2G059693_T01	8	+	125432313	125436769	GRMZM2G059693
GRMZM2G059700_T01	3	+	201165017	201167249	GRMZM2G059700
GRMZM2G059703_T01	3	+	114798162	114804137	GRMZM2G059703
GRMZM2G059706_T01	4	-	206673043	206674105	GRMZM2G059706
GRMZM2G059711_T01	3	-	147321867	147323796	GRMZM2G059711
GRMZM2G059740_T01	2	-	4517597	4519635	GRMZM2G059740
GRMZM2G059753_T01	3	-	201136449	201141927	GRMZM2G059753
GRMZM2G059785_T01	9	+	116467630	116469153	GRMZM2G059785
GRMZM2G059795_T01	3	-	201133391	201134365	GRMZM2G059795
GRMZM2G059799_T02	3	+	210146646	210148750	GRMZM2G059799
GRMZM2G059801_T01	3	-	201119094	201130454	GRMZM2G059801
GRMZM2G059821_T01	8	-	31492845	31493339	GRMZM2G059821
GRMZM2G059825_T01	6	+	162752690	162755611	GRMZM2G059825
GRMZM2G059836_T01	6	-	662044	662968	GRMZM2G059836
GRMZM2G059845_T01	6	+	162756481	162759383	GRMZM2G059845
GRMZM2G059851_T01	5	-	168263115	168266561	GRMZM2G059851
GRMZM2G059860_T01	2	-	8378040	8378771	GRMZM2G059860
GRMZM2G059865_T01	1	-	4853	9652	GRMZM2G059865
GRMZM2G059877_T01	5	+	71160018	71164458	GRMZM2G059877
GRMZM2G059887_T01	5	-	138677516	138680006	GRMZM2G059887
GRMZM2G059891_T01	9	+	152235891	152238887	GRMZM2G059891
GRMZM2G059893_T02	8	+	142997623	142999515	GRMZM2G059893
GRMZM2G059906_T01	9	-	1920823	1921880	GRMZM2G059906
GRMZM2G059908_T01	4	-	164761322	164761616	GRMZM2G059908
GRMZM2G059937_T01	9	+	152240658	152244263	GRMZM2G059937
GRMZM2G059939_T02	6	+	162767845	162769490	GRMZM2G059939
GRMZM2G059958_T01	5	+	208475651	208478520	GRMZM2G059958
GRMZM2G059964_T01	1	+	269184122	269184774	GRMZM2G059964
GRMZM2G059965_T01	10	+	108393557	108396098	GRMZM2G059965
GRMZM2G059981_T01	1	-	269174735	269180487	GRMZM2G059981
GRMZM2G059985_T01	1	+	218293790	218298181	GRMZM2G059985
GRMZM2G059991_T01	6	+	136070516	136074741	GRMZM2G059991
GRMZM2G060000_T01	6	+	115306683	115309679	GRMZM2G060000
GRMZM2G060001_T01	1	+	79013314	79014269	GRMZM2G060001
GRMZM2G060011_T01	2	-	206790796	206793971	GRMZM2G060011
GRMZM2G060023_T02	4	+	131727543	131729994	GRMZM2G060023
GRMZM2G060027_T01	3	-	176855194	176862127	GRMZM2G060027
GRMZM2G060029_T01	5	-	48707434	48709655	GRMZM2G060029
GRMZM2G060045_T01	8	-	134264000	134276222	GRMZM2G060045
GRMZM2G060050_T01	10	-	6753230	6754253	GRMZM2G060050
GRMZM2G060054_T03	10	+	83681540	83697115	GRMZM2G060054
GRMZM2G060057_T01	6	-	8682401	8684083	GRMZM2G060057
GRMZM2G060061_T03	8	+	10809752	10813733	GRMZM2G060061
GRMZM2G060067_T01	2	-	112187716	112200397	GRMZM2G060067
GRMZM2G060070_T01	1	-	261676586	261682759	GRMZM2G060070
GRMZM2G060073_T01	4	-	165088857	165089528	GRMZM2G060073
GRMZM2G060079_T01	6	-	145461863	145469278	GRMZM2G060079
GRMZM2G060090_T01	9	+	16820455	16856678	GRMZM2G060090
GRMZM2G060106_T01	6	+	8678514	8680555	GRMZM2G060106
GRMZM2G060109_T01	2	+	214613199	214616521	GRMZM2G060109
GRMZM2G060114_T01	2	+	206785653	206788258	GRMZM2G060114
GRMZM2G060116_T01	3	+	155888046	155889189	GRMZM2G060116
GRMZM2G060118_T01	4	-	131739590	131741082	GRMZM2G060118
GRMZM2G060138_T01	1	-	36219970	36221573	GRMZM2G060138
GRMZM2G060142_T01	8	-	84919585	84936694	GRMZM2G060142
GRMZM2G060148_T01	1	-	36224582	36227315	GRMZM2G060148
GRMZM2G060150_T01	5	+	48704470	48706557	GRMZM2G060150
GRMZM2G060156_T01	3	+	211800136	211802644	GRMZM2G060156
GRMZM2G060160_T01	2	-	214616931	214622028	GRMZM2G060160
GRMZM2G060161_T01	2	-	206744430	206745494	GRMZM2G060161
GRMZM2G060163_T01	9	+	30855561	30857663	GRMZM2G060163
GRMZM2G060167_T01	5	+	140120395	140125570	GRMZM2G060167
GRMZM2G060170_T01	6	-	158012794	158016012	GRMZM2G060170
GRMZM2G060183_T01	10	+	29543776	29545889	GRMZM2G060183
GRMZM2G060185_T02	9	+	155749023	155750538	GRMZM2G060185
GRMZM2G060190_T01	8	+	4593984	4596783	GRMZM2G060190
GRMZM2G060194_T01	7	+	165825012	165833522	GRMZM2G060194
GRMZM2G060206_T01	4	+	49346412	49347038	GRMZM2G060206
GRMZM2G060210_T01	8	+	90087545	90089916	GRMZM2G060210
GRMZM2G060213_T01	8	-	121936420	121946840	GRMZM2G060213
GRMZM2G060216_T01	3	+	176845303	176853978	GRMZM2G060216
GRMZM2G060249_T01	7	-	165822784	165823252	GRMZM2G060249
GRMZM2G060253_T01	5	+	140132840	140135501	GRMZM2G060253
GRMZM2G060255_T01	3	-	173323510	173326671	GRMZM2G060255
GRMZM2G060257_T01	1	+	80510209	80512782	GRMZM2G060257
GRMZM2G060265_T01	1	+	1953454	1955531	GRMZM2G060265
GRMZM2G060271_T01	2	-	206709744	206711871	GRMZM2G060271
GRMZM2G060276_T01	3	+	176829294	176836115	GRMZM2G060276
GRMZM2G060284_T01	8	+	121674589	121681009	GRMZM2G060284
GRMZM2G060290_T01	9	+	101925917	101931804	GRMZM2G060290
GRMZM2G060296_T01	1	-	1960832	1968021	GRMZM2G060296
GRMZM2G060311_T01	9	+	105442653	105443808	GRMZM2G060311
GRMZM2G060319_T01	4	+	82385033	82386103	GRMZM2G060319
GRMZM2G060322_T01	4	+	185037615	185039680	GRMZM2G060322
GRMZM2G060324_T01	6	-	158018258	158022671	GRMZM2G060324
GRMZM2G060327_T01	8	-	121669433	121672254	GRMZM2G060327
GRMZM2G060337_T01	6	+	114554948	114557611	GRMZM2G060337
GRMZM2G060344_T01	4	-	228737953	228738657	GRMZM2G060344
GRMZM2G060349_T03	5	-	23357124	23387070	GRMZM2G060349
GRMZM2G060355_T01	5	-	178309054	178313532	GRMZM2G060355
GRMZM2G060357_T01	4	-	148044808	148047396	GRMZM2G060357
GRMZM2G060369_T01	7	-	118049045	118051648	GRMZM2G060369
GRMZM2G060373_T03	6	-	22305060	22306652	GRMZM2G060373
GRMZM2G060383_T01	4	+	223282840	223285479	GRMZM2G060383
GRMZM2G060394_T01	2	+	229095465	229097032	GRMZM2G060394
GRMZM2G060400_T01	2	-	183985909	183988519	GRMZM2G060400
GRMZM2G060410_T01	7	+	86114474	86115530	GRMZM2G060410
GRMZM2G060429_T01	2	+	183991960	183993036	GRMZM2G060429
GRMZM2G060432_T01	6	-	114559953	114560268	GRMZM2G060432
GRMZM2G060444_T01	2	-	92273725	92276759	GRMZM2G060444
GRMZM2G060451_T01	4	-	238872880	238878782	GRMZM2G060451
GRMZM2G060464_T01	4	+	121191322	121193989	GRMZM2G060464
GRMZM2G060465_T01	4	-	185036195	185037019	GRMZM2G060465
GRMZM2G060467_T01	8	+	68203076	68206277	GRMZM2G060467
GRMZM2G060470_T01	4	+	185030742	185035068	GRMZM2G060470
GRMZM2G060481_T01	8	-	57039566	57041719	GRMZM2G060481
GRMZM2G060485_T01	5	-	93274324	93277370	GRMZM2G060485
GRMZM2G060505_T01	6	+	160797024	160799827	GRMZM2G060505
GRMZM2G060507_T01	9	-	154007939	154011643	GRMZM2G060507
GRMZM2G060511_T02	7	-	167979443	167984012	GRMZM2G060511
GRMZM2G060513_T01	9	-	85118423	85120875	GRMZM2G060513
GRMZM2G060516_T01	8	-	149423146	149426931	GRMZM2G060516
GRMZM2G060517_T01	7	+	53484636	53485245	GRMZM2G060517
GRMZM2G060522_T01	9	+	35248509	35250105	GRMZM2G060522
GRMZM2G060536_T01	3	-	147043138	147046048	GRMZM2G060536
GRMZM2G060540_T01	3	-	147048143	147054061	GRMZM2G060540
GRMZM2G060541_T01	8	+	149427194	149428878	GRMZM2G060541
GRMZM2G060544_T01	1	-	72360143	72361438	GRMZM2G060544
GRMZM2G060554_T01	4	+	178527135	178533303	GRMZM2G060554
GRMZM2G060561_T01	5	-	93267541	93273619	GRMZM2G060561
GRMZM2G060564_T01	9	+	154003813	154007380	GRMZM2G060564
GRMZM2G060567_T01	4	-	238868884	238872017	GRMZM2G060567
GRMZM2G060579_T01	7	+	158336652	158342207	GRMZM2G060579
GRMZM2G060583_T01	5	-	64802784	64807893	GRMZM2G060583
GRMZM2G060589_T01	1	+	72392919	72405727	GRMZM2G060589
GRMZM2G060596_T01	3	-	113632440	113633389	GRMZM2G060596
GRMZM2G060611_T01	6	+	160800293	160807397	GRMZM2G060611
GRMZM2G060630_T01	4	+	178520982	178525630	GRMZM2G060630
GRMZM2G060647_T01	3	+	49865364	49868316	GRMZM2G060647
GRMZM2G060659_T01	5	-	64797548	64801915	GRMZM2G060659
GRMZM2G060669_T01	4	-	238860479	238864568	GRMZM2G060669
GRMZM2G060680_T01	3	+	127119631	127121126	GRMZM2G060680
GRMZM2G060690_T01	1	-	161631258	161634079	GRMZM2G060690
GRMZM2G060702_T01	1	+	293239342	293243048	GRMZM2G060702
GRMZM2G060712_T01	2	+	40524434	40524907	GRMZM2G060712
GRMZM2G060714_T01	7	+	28599481	28602195	GRMZM2G060714
GRMZM2G060715_T01	6	-	38954015	38954881	GRMZM2G060715
GRMZM2G060720_T01	10	+	115143083	115144591	GRMZM2G060720
GRMZM2G060721_T01	10	+	85759149	85760465	GRMZM2G060721
GRMZM2G060723_T01	8	+	158528914	158532152	GRMZM2G060723
GRMZM2G060726_T01	6	-	160809370	160816055	GRMZM2G060726
GRMZM2G060727_T03	4	-	205524732	205570144	GRMZM2G060727
GRMZM2G060732_T01	4	+	185027343	185029168	GRMZM2G060732
GRMZM2G060735_T01	1	-	294522692	294524132	GRMZM2G060735
GRMZM2G060742_T01	1	-	236033390	236042480	GRMZM2G060742
GRMZM2G060749_T02	7	-	160420275	160427330	GRMZM2G060749
GRMZM2G060760_T01	4	+	185025889	185027104	GRMZM2G060760
GRMZM2G060762_T01	7	+	160411539	160419928	GRMZM2G060762
GRMZM2G060765_T01	1	-	286737003	286741315	GRMZM2G060765
GRMZM2G060781_T01	5	+	130724169	130725093	GRMZM2G060781
GRMZM2G060798_T01	10	+	85595626	85598562	GRMZM2G060798
GRMZM2G060800_T01	4	+	208419819	208426266	GRMZM2G060800
GRMZM2G060811_T01	3	-	232106614	232107679	GRMZM2G060811
GRMZM2G060817_T01	6	+	160820724	160825336	GRMZM2G060817
GRMZM2G060822_T01	10	+	85540443	85545635	GRMZM2G060822
GRMZM2G060824_T01	8	-	106740411	106758312	GRMZM2G060824
GRMZM2G060834_T01	5	-	199338567	199343584	GRMZM2G060834
GRMZM2G060837_T03	5	+	199256166	199258548	GRMZM2G060837
GRMZM2G060842_T01	9	+	133950265	133952613	GRMZM2G060842
GRMZM2G060856_T01	6	-	21181244	21184470	GRMZM2G060856
GRMZM2G060857_T01	5	+	85586528	85593450	GRMZM2G060857
GRMZM2G060866_T01	7	+	5042138	5044297	GRMZM2G060866
GRMZM2G060868_T01	6	-	86187466	86195130	GRMZM2G060868
GRMZM2G060870_T01	6	+	75673650	75682060	GRMZM2G060870
GRMZM2G060872_T01	2	-	162726255	162732253	GRMZM2G060872
GRMZM2G060876_T01	7	-	165849277	165850111	GRMZM2G060876
GRMZM2G060886_T01	8	-	152130930	152135975	GRMZM2G060886
GRMZM2G060891_T01	2	-	38952356	38955554	GRMZM2G060891
GRMZM2G060896_T01	4	+	226043210	226060642	GRMZM2G060896
GRMZM2G060898_T01	4	+	208415491	208419014	GRMZM2G060898
GRMZM2G060906_T01	2	+	38920952	38922815	GRMZM2G060906
GRMZM2G060918_T01	9	+	133947950	133949483	GRMZM2G060918
GRMZM2G060919_T01	5	+	199272242	199280188	GRMZM2G060919
GRMZM2G060922_T01	8	-	106815227	106820100	GRMZM2G060922
GRMZM2G060924_T02	1	+	286730670	286737507	GRMZM2G060924
GRMZM2G060937_T01	4	+	45377609	45378387	GRMZM2G060937
GRMZM2G060940_T02	5	+	18192141	18193721	GRMZM2G060940
GRMZM2G060942_T01	2	+	79398739	79401896	GRMZM2G060942
GRMZM2G060943_T01	1	+	157923430	157928269	GRMZM2G060943
GRMZM2G060947_T01	4	-	160593546	160597529	GRMZM2G060947
GRMZM2G060949_T01	4	+	14544261	14563537	GRMZM2G060949
GRMZM2G060952_T01	1	+	31749704	31752706	GRMZM2G060952
GRMZM2G060967_T01	3	+	224223267	224223934	GRMZM2G060967
GRMZM2G060974_T01	3	+	2955820	2957584	GRMZM2G060974
GRMZM2G060977_T01	8	+	158622297	158629215	GRMZM2G060977
GRMZM2G060986_T01	7	-	49642651	49646452	GRMZM2G060986
GRMZM2G060987_T01	10	+	89161460	89166883	GRMZM2G060987
GRMZM2G060991_T01	3	-	2949793	2952547	GRMZM2G060991
GRMZM2G060993_T01	7	-	157049401	157051342	GRMZM2G060993
GRMZM2G060999_T01	8	+	113183516	113196059	GRMZM2G060999
GRMZM2G061005_T01	3	-	2945951	2948461	GRMZM2G061005
GRMZM2G061016_T01	4	+	238853763	238855037	GRMZM2G061016
GRMZM2G061018_T01	3	+	2940148	2945591	GRMZM2G061018
GRMZM2G061023_T03	4	-	238839310	238852377	GRMZM2G061023
GRMZM2G061043_T01	8	+	166638224	166643039	GRMZM2G061043
GRMZM2G061052_T01	8	-	43294478	43295285	GRMZM2G061052
GRMZM2G061078_T03	4	+	238820220	238824811	GRMZM2G061078
GRMZM2G061084_T01	1	+	286726079	286726562	GRMZM2G061084
GRMZM2G061088_T01	8	-	37813025	37816876	GRMZM2G061088
GRMZM2G061096_T01	1	+	31743854	31748772	GRMZM2G061096
GRMZM2G061099_T01	1	+	89296167	89301702	GRMZM2G061099
GRMZM2G061101_T01	1	+	257512112	257518809	GRMZM2G061101
GRMZM2G061103_T02	4	-	13988599	13989808	GRMZM2G061103
GRMZM2G061105_T01	6	+	153327735	153331920	GRMZM2G061105
GRMZM2G061118_T01	4	-	164380927	164381523	GRMZM2G061118
GRMZM2G061126_T01	4	-	89846709	89847733	GRMZM2G061126
GRMZM2G061127_T01	3	-	145642309	145643935	GRMZM2G061127
GRMZM2G061135_T02	10	+	86428341	86433030	GRMZM2G061135
GRMZM2G061143_T01	6	+	143953094	143954487	GRMZM2G061143
GRMZM2G061156_T01	7	+	159817108	159822725	GRMZM2G061156
GRMZM2G061182_T01	2	-	230824266	230825125	GRMZM2G061182
GRMZM2G061184_T01	2	+	182902342	182904227	GRMZM2G061184
GRMZM2G061186_T01	6	+	8382833	8403391	GRMZM2G061186
GRMZM2G061187_T01	8	-	16693149	16696313	GRMZM2G061187
GRMZM2G061202_T01	1	+	39247775	39253303	GRMZM2G061202
GRMZM2G061206_T02	3	+	145636197	145639549	GRMZM2G061206
GRMZM2G061230_T01	4	+	13964906	13966835	GRMZM2G061230
GRMZM2G061232_T01	7	+	159812326	159812944	GRMZM2G061232
GRMZM2G061234_T01	7	+	159800505	159812272	GRMZM2G061234
GRMZM2G061257_T01	9	+	10808956	10811120	GRMZM2G061257
GRMZM2G061277_T02	9	+	19612449	19616518	GRMZM2G061277
GRMZM2G061280_T01	9	+	149808765	149811220	GRMZM2G061280
GRMZM2G061283_T02	9	-	69375799	69380757	GRMZM2G061283
GRMZM2G061287_T01	10	+	138044222	138048190	GRMZM2G061287
GRMZM2G061289_T01	3	+	176083231	176084702	GRMZM2G061289
GRMZM2G061292_T01	5	+	18177710	18179160	GRMZM2G061292
GRMZM2G061303_T01	4	-	162373001	162375493	GRMZM2G061303
GRMZM2G061305_T01	3	-	145595368	145596953	GRMZM2G061305
GRMZM2G061314_T01	9	+	149801976	149807217	GRMZM2G061314
GRMZM2G061318_T01	8	+	162944266	162945543	GRMZM2G061318
GRMZM2G061321_T01	3	+	176088052	176089875	GRMZM2G061321
GRMZM2G061339_T01	8	-	162937952	162939907	GRMZM2G061339
GRMZM2G061354_T01	8	+	162935544	162938375	GRMZM2G061354
GRMZM2G061396_T01	8	+	162931476	162932802	GRMZM2G061396
GRMZM2G061398_T01	10	-	138048800	138053310	GRMZM2G061398
GRMZM2G061401_T01	9	-	21266987	21267981	GRMZM2G061401
GRMZM2G061403_T01	8	+	158637117	158638675	GRMZM2G061403
GRMZM2G061408_T01	8	-	109092837	109094506	GRMZM2G061408
GRMZM2G061419_T01	8	-	162918360	162924550	GRMZM2G061419
GRMZM2G061428_T01	9	+	149778467	149786127	GRMZM2G061428
GRMZM2G061439_T01	3	+	214453880	214454616	GRMZM2G061439
GRMZM2G061442_T01	1	-	272321006	272324663	GRMZM2G061442
GRMZM2G061444_T01	6	-	94578640	94580375	GRMZM2G061444
GRMZM2G061446_T01	3	-	146407582	146470886	GRMZM2G061446
GRMZM2G061447_T01	10	+	86435046	86439381	GRMZM2G061447
GRMZM2G061450_T01	8	+	92706584	92707224	GRMZM2G061450
GRMZM2G061465_T03	6	+	94583922	94588786	GRMZM2G061465
GRMZM2G061469_T01	6	-	134835626	134838514	GRMZM2G061469
GRMZM2G061472_T01	9	+	11925482	11931269	GRMZM2G061472
GRMZM2G061485_T01	5	-	52777086	52786641	GRMZM2G061485
GRMZM2G061487_T01	1	+	217638399	217639968	GRMZM2G061487
GRMZM2G061492_T01	6	+	124287399	124293317	GRMZM2G061492
GRMZM2G061495_T01	2	-	44111232	44112053	GRMZM2G061495
GRMZM2G061499_T04	10	+	130721099	130722834	GRMZM2G061499
GRMZM2G061515_T01	3	-	190144122	190146565	GRMZM2G061515
GRMZM2G061521_T01	8	-	155444411	155445167	GRMZM2G061521
GRMZM2G061527_T01	3	-	86886155	86888561	GRMZM2G061527
GRMZM2G061537_T01	10	+	128866235	128871210	GRMZM2G061537
GRMZM2G061542_T01	1	+	191096211	191098816	GRMZM2G061542
GRMZM2G061545_T01	6	-	98978175	98979925	GRMZM2G061545
GRMZM2G061554_T02	5	-	50828066	50832905	GRMZM2G061554
GRMZM2G061562_T01	7	+	50166539	50172417	GRMZM2G061562
GRMZM2G061568_T02	6	-	162794370	162797767	GRMZM2G061568
GRMZM2G061591_T01	1	-	17180652	17181901	GRMZM2G061591
GRMZM2G061596_T01	5	+	52772551	52774790	GRMZM2G061596
GRMZM2G061602_T01	8	+	155435028	155441498	GRMZM2G061602
GRMZM2G061609_T01	6	-	98977253	98978039	GRMZM2G061609
GRMZM2G061613_T01	5	+	50839351	50840195	GRMZM2G061613
GRMZM2G061620_T01	7	+	109749097	109756329	GRMZM2G061620
GRMZM2G061624_T01	1	-	61453634	61457337	GRMZM2G061624
GRMZM2G061626_T01	1	+	293231710	293232742	GRMZM2G061626
GRMZM2G061629_T01	3	-	86858803	86860624	GRMZM2G061629
GRMZM2G061655_T01	3	-	86853241	86854672	GRMZM2G061655
GRMZM2G061662_T01	1	+	293217774	293228618	GRMZM2G061662
GRMZM2G061663_T01	6	+	162801130	162804828	GRMZM2G061663
GRMZM2G061672_T01	2	+	3614301	3619484	GRMZM2G061672
GRMZM2G061681_T01	3	+	225532456	225540553	GRMZM2G061681
GRMZM2G061684_T01	8	-	40389834	40395147	GRMZM2G061684
GRMZM2G061695_T01	3	-	219494852	219498659	GRMZM2G061695
GRMZM2G061700_T02	5	+	175282624	175300017	GRMZM2G061700
GRMZM2G061702_T01	7	+	50129106	50136342	GRMZM2G061702
GRMZM2G061704_T01	1	-	155432167	155434860	GRMZM2G061704
GRMZM2G061718_T01	8	+	112150712	112152868	GRMZM2G061718
GRMZM2G061723_T01	3	-	219482212	219485065	GRMZM2G061723
GRMZM2G061728_T01	10	-	86439234	86444161	GRMZM2G061728
GRMZM2G061732_T01	3	-	109642036	109694508	GRMZM2G061732
GRMZM2G061734_T01	2	+	192807844	192812893	GRMZM2G061734
GRMZM2G061735_T01	8	-	17424472	17428831	GRMZM2G061735
GRMZM2G061742_T01	10	-	3907356	3911655	GRMZM2G061742
GRMZM2G061745_T02	2	-	3610613	3614338	GRMZM2G061745
GRMZM2G061749_T01	6	-	135702973	135706048	GRMZM2G061749
GRMZM2G061751_T01	6	+	131540897	131542776	GRMZM2G061751
GRMZM2G061758_T01	3	-	25124313	25125954	GRMZM2G061758
GRMZM2G061764_T01	9	-	52961496	52964749	GRMZM2G061764
GRMZM2G061766_T01	8	+	99715012	99716273	GRMZM2G061766
GRMZM2G061776_T01	5	+	53269161	53270854	GRMZM2G061776
GRMZM2G061777_T01	6	-	151321654	151324141	GRMZM2G061777
GRMZM2G061783_T01	5	+	175223745	175227419	GRMZM2G061783
GRMZM2G061790_T01	6	-	93328592	93329008	GRMZM2G061790
GRMZM2G061791_T01	1	+	187029275	187032569	GRMZM2G061791
GRMZM2G061795_T01	8	-	99711380	99714028	GRMZM2G061795
GRMZM2G061798_T01	3	+	11540973	11541721	GRMZM2G061798
GRMZM2G061806_T01	1	-	17782099	17783717	GRMZM2G061806
GRMZM2G061812_T01	1	-	13373587	13379807	GRMZM2G061812
GRMZM2G061821_T01	6	+	93345203	93357424	GRMZM2G061821
GRMZM2G061830_T01	3	+	11535353	11540445	GRMZM2G061830
GRMZM2G061833_T01	1	+	208239949	208247663	GRMZM2G061833
GRMZM2G061851_T01	10	+	106215086	106219352	GRMZM2G061851
GRMZM2G061876_T01	5	+	128819961	128834551	GRMZM2G061876
GRMZM2G061879_T01	10	+	93409988	93411340	GRMZM2G061879
GRMZM2G061884_T01	7	-	124982265	124989198	GRMZM2G061884
GRMZM2G061885_T01	2	-	185341446	185347936	GRMZM2G061885
GRMZM2G061890_T01	3	+	219460907	219481572	GRMZM2G061890
GRMZM2G061897_T01	1	-	293216191	293216644	GRMZM2G061897
GRMZM2G061900_T01	1	+	293212121	293215703	GRMZM2G061900
GRMZM2G061906_T01	6	+	151319277	151321414	GRMZM2G061906
GRMZM2G061910_T01	5	+	193501620	193502733	GRMZM2G061910
GRMZM2G061912_T01	6	+	135696908	135700153	GRMZM2G061912
GRMZM2G061922_T01	7	+	174261006	174264335	GRMZM2G061922
GRMZM2G061928_T01	2	+	25232213	25239732	GRMZM2G061928
GRMZM2G061929_T01	2	-	101720677	101721030	GRMZM2G061929
GRMZM2G061932_T01	8	+	17422666	17423950	GRMZM2G061932
GRMZM2G061938_T02	5	+	193495361	193498909	GRMZM2G061938
GRMZM2G061941_T01	5	-	208245981	208246921	GRMZM2G061941
GRMZM2G061950_T01	5	+	208242489	208245487	GRMZM2G061950
GRMZM2G061963_T01	8	-	166853031	166854169	GRMZM2G061963
GRMZM2G061965_T01	7	-	174244124	174244445	GRMZM2G061965
GRMZM2G061969_T01	8	-	17391162	17395926	GRMZM2G061969
GRMZM2G061980_T01	6	+	135639414	135654457	GRMZM2G061980
GRMZM2G061988_T01	1	-	140048502	140065915	GRMZM2G061988
GRMZM2G061990_T01	3	+	219454654	219459655	GRMZM2G061990
GRMZM2G061996_T01	7	+	50122776	50128974	GRMZM2G061996
GRMZM2G062009_T01	4	+	142276735	142279162	GRMZM2G062009
GRMZM2G062019_T01	2	-	219824773	219826185	GRMZM2G062019
GRMZM2G062024_T01	2	-	27456157	27492745	GRMZM2G062024
GRMZM2G062031_T01	6	+	153090763	153092572	GRMZM2G062031
GRMZM2G062034_T01	5	+	151443632	151445129	GRMZM2G062034
GRMZM2G062037_T01	10	-	126943268	126944292	GRMZM2G062037
GRMZM2G062042_T02	8	+	87024920	87031981	GRMZM2G062042
GRMZM2G062044_T01	3	-	178437855	178438413	GRMZM2G062044
GRMZM2G062045_T01	1	-	265513552	265516995	GRMZM2G062045
GRMZM2G062052_T01	10	+	126937359	126941217	GRMZM2G062052
GRMZM2G062066_T01	6	-	153095425	153099196	GRMZM2G062066
GRMZM2G062069_T01	8	-	17382530	17386031	GRMZM2G062069
GRMZM2G062076_T01	3	-	3107470	3112310	GRMZM2G062076
GRMZM2G062080_T01	3	+	113448768	113450138	GRMZM2G062080
GRMZM2G062084_T01	4	+	172084973	172089808	GRMZM2G062084
GRMZM2G062091_T01	4	+	142292463	142294012	GRMZM2G062091
GRMZM2G062117_T01	6	+	153124309	153125809	GRMZM2G062117
GRMZM2G062121_T01	3	-	209737060	209737905	GRMZM2G062121
GRMZM2G062123_T01	6	+	153128467	153129953	GRMZM2G062123
GRMZM2G062129_T01	4	+	2835288	2841246	GRMZM2G062129
GRMZM2G062142_T01	5	+	208237096	208240950	GRMZM2G062142
GRMZM2G062151_T01	5	-	193490675	193492637	GRMZM2G062151
GRMZM2G062154_T01	3	+	209720835	209725600	GRMZM2G062154
GRMZM2G062156_T01	2	+	208298568	208300747	GRMZM2G062156
GRMZM2G062160_T01	4	-	2843217	2844283	GRMZM2G062160
GRMZM2G062165_T01	7	-	174234494	174238431	GRMZM2G062165
GRMZM2G062179_T01	2	+	27506848	27511579	GRMZM2G062179
GRMZM2G062186_T01	3	+	9332179	9333225	GRMZM2G062186
GRMZM2G062197_T01	6	+	35595657	35597174	GRMZM2G062197
GRMZM2G062199_T01	5	-	131657317	131662104	GRMZM2G062199
GRMZM2G062210_T01	1	-	3548035	3558270	GRMZM2G062210
GRMZM2G062218_T01	3	+	181959866	181961403	GRMZM2G062218
GRMZM2G062230_T02	3	+	9317793	9322150	GRMZM2G062230
GRMZM2G062244_T01	2	+	208276498	208277537	GRMZM2G062244
GRMZM2G062245_T02	3	+	25130013	25133014	GRMZM2G062245
GRMZM2G062260_T01	1	-	234335743	234336597	GRMZM2G062260
GRMZM2G062268_T01	2	-	200221537	200225391	GRMZM2G062268
GRMZM2G062283_T01	3	+	190808754	190810073	GRMZM2G062283
GRMZM2G062289_T01	1	-	290195781	290197968	GRMZM2G062289
GRMZM2G062318_T01	9	+	8977326	8981012	GRMZM2G062318
GRMZM2G062320_T01	1	+	68326620	68329132	GRMZM2G062320
GRMZM2G062333_T01	6	+	133658804	133665111	GRMZM2G062333
GRMZM2G062342_T01	3	-	190809718	190811814	GRMZM2G062342
GRMZM2G062348_T01	6	+	91295998	91297141	GRMZM2G062348
GRMZM2G062354_T01	2	+	3574663	3590255	GRMZM2G062354
GRMZM2G062357_T01	1	-	290184459	290192160	GRMZM2G062357
GRMZM2G062373_T01	3	+	190832930	190836333	GRMZM2G062373
