RefSeq	Chr	Strand	Start	End	Symbol
Zm00001d013874_T001	5	+	23541888	23543271	Zm00001d013874
Zm00001d013875_T001	5	+	23554266	23554626	Zm00001d013875
Zm00001d013878_T001	5	+	23671469	23672623	Zm00001d013878
Zm00001d013879_T001	5	+	23707173	23707530	Zm00001d013879
Zm00001d013884_T001	5	+	23765279	23766242	Zm00001d013884
Zm00001d013885_T001	5	-	23769402	23776625	Zm00001d013885
Zm00001d013886_T001	5	-	23781963	23784581	Zm00001d013886
Zm00001d013887_T003	5	-	23853142	23883054	Zm00001d013887
Zm00001d013890_T007	5	+	23979994	23989310	Zm00001d013890
Zm00001d013891_T002	5	+	23992510	24008741	Zm00001d013891
Zm00001d013892_T009	5	-	24011443	24017871	Zm00001d013892
Zm00001d013893_T001	5	+	24023657	24026327	Zm00001d013893
Zm00001d013894_T001	5	-	24019243	24026165	Zm00001d013894
Zm00001d013895_T001	5	+	24089488	24093556	Zm00001d013895
Zm00001d013896_T001	5	-	24174968	24176411	Zm00001d013896
Zm00001d013898_T001	5	+	24238457	24239960	Zm00001d013898
Zm00001d013899_T001	5	-	24241505	24253709	Zm00001d013899
Zm00001d013900_T002	5	-	24274909	24277370	Zm00001d013900
Zm00001d013901_T001	5	+	24278203	24278816	Zm00001d013901
Zm00001d013903_T002	5	-	24296341	24298799	Zm00001d013903
Zm00001d013904_T001	5	+	24298879	24300246	Zm00001d013904
Zm00001d013906_T001	5	+	24363515	24369169	Zm00001d013906
Zm00001d013907_T001	5	+	24372949	24373240	Zm00001d013907
Zm00001d013908_T002	5	-	24406778	24412871	Zm00001d013908
Zm00001d013909_T001	5	-	24423703	24423940	Zm00001d013909
Zm00001d013910_T002	5	+	24428230	24432486	Zm00001d013910
Zm00001d013911_T002	5	-	24430938	24437600	Zm00001d013911
Zm00001d013912_T001	5	+	24516075	24518164	Zm00001d013912
Zm00001d013913_T001	5	+	24519439	24520129	Zm00001d013913
Zm00001d013914_T001	5	+	24677236	24680308	Zm00001d013914
Zm00001d013915_T001	5	+	24682233	24685218	Zm00001d013915
Zm00001d013917_T001	5	+	24714056	24714383	Zm00001d013917
Zm00001d013918_T001	5	+	24815086	24817536	Zm00001d013918
Zm00001d013919_T001	5	-	24817150	24819264	Zm00001d013919
Zm00001d013920_T008	5	-	24847544	24853940	Zm00001d013920
Zm00001d013923_T001	5	+	24943240	24945641	Zm00001d013923
Zm00001d013924_T001	5	-	24948365	24954210	Zm00001d013924
Zm00001d013926_T001	5	+	24983947	24987816	Zm00001d013926
Zm00001d013927_T001	5	-	25004007	25010095	Zm00001d013927
Zm00001d013931_T001	5	+	25111415	25112574	Zm00001d013931
Zm00001d013933_T001	5	-	25177802	25179923	Zm00001d013933
Zm00001d013934_T001	5	-	25185479	25187200	Zm00001d013934
Zm00001d013935_T001	5	-	25228456	25241728	Zm00001d013935
Zm00001d013936_T001	5	+	25242211	25245116	Zm00001d013936
Zm00001d013937_T001	5	-	25431429	25434346	Zm00001d013937
Zm00001d013940_T001	5	+	25518162	25523534	Zm00001d013940
Zm00001d013941_T001	5	+	25536274	25537969	Zm00001d013941
Zm00001d013943_T001	5	-	25539708	25540838	Zm00001d013943
Zm00001d013944_T001	5	+	25544794	25545626	Zm00001d013944
Zm00001d013945_T001	5	-	25546117	25546714	Zm00001d013945
Zm00001d013947_T001	5	-	25632560	25633358	Zm00001d013947
Zm00001d013948_T001	5	+	25670344	25671226	Zm00001d013948
Zm00001d013949_T001	5	-	25847188	25847818	Zm00001d013949
Zm00001d013950_T001	5	-	25864652	25865518	Zm00001d013950
Zm00001d013951_T001	5	+	26015244	26022791	Zm00001d013951
Zm00001d013953_T001	5	-	26058378	26059046	Zm00001d013953
Zm00001d013954_T001	5	+	26095479	26098512	Zm00001d013954
Zm00001d013955_T001	5	+	26101029	26108463	Zm00001d013955
Zm00001d013956_T003	5	+	26132032	26133292	Zm00001d013956
Zm00001d013957_T001	5	-	26165520	26170988	Zm00001d013957
Zm00001d013958_T006	5	-	26237333	26241411	Zm00001d013958
Zm00001d013959_T001	5	+	26293308	26294683	Zm00001d013959
Zm00001d013960_T001	5	+	26332090	26335998	Zm00001d013960
Zm00001d013962_T001	5	+	26410068	26414233	Zm00001d013962
Zm00001d013963_T002	5	+	26419392	26424294	Zm00001d013963
Zm00001d013964_T003	5	-	26495724	26501623	Zm00001d013964
Zm00001d013966_T001	5	+	26539981	26542353	Zm00001d013966
Zm00001d013967_T007	5	-	26610073	26621214	Zm00001d013967
Zm00001d013968_T001	5	+	26695075	26698413	Zm00001d013968
Zm00001d013969_T001	5	+	26699120	26701537	Zm00001d013969
Zm00001d013971_T001	5	-	26721608	26722766	Zm00001d013971
Zm00001d013973_T001	5	-	26848290	26850777	Zm00001d013973
Zm00001d013974_T001	5	-	26879913	26881252	Zm00001d013974
Zm00001d013976_T002	5	-	26945787	26950335	Zm00001d013976
Zm00001d013977_T001	5	-	26989613	26990723	Zm00001d013977
Zm00001d013979_T001	5	+	27070265	27072550	Zm00001d013979
Zm00001d013980_T001	5	+	27084907	27085686	Zm00001d013980
Zm00001d013981_T001	5	-	27222279	27223022	Zm00001d013981
Zm00001d013982_T001	5	-	27225662	27235776	Zm00001d013982
Zm00001d013983_T001	5	-	27294559	27298016	Zm00001d013983
Zm00001d013984_T015	5	-	27299661	27328407	Zm00001d013984
Zm00001d013985_T004	5	+	27475157	27485373	Zm00001d013985
Zm00001d013986_T001	5	-	27489435	27502133	Zm00001d013986
Zm00001d013988_T001	5	-	27508170	27510304	Zm00001d013988
Zm00001d013989_T002	5	+	27672607	27687663	Zm00001d013989
Zm00001d013990_T001	5	+	27690834	27692098	Zm00001d013990
Zm00001d013991_T001	5	-	27692921	27694559	Zm00001d013991
Zm00001d013992_T001	5	+	27756852	27760173	Zm00001d013992
Zm00001d013993_T001	5	-	27788428	27788989	Zm00001d013993
Zm00001d013994_T001	5	-	27804386	27808812	Zm00001d013994
Zm00001d013995_T001	5	-	27838640	27840581	Zm00001d013995
Zm00001d013996_T001	5	-	27841954	27848005	Zm00001d013996
Zm00001d013997_T002	5	-	27905855	27909377	Zm00001d013997
Zm00001d013999_T001	5	+	28086915	28089921	Zm00001d013999
Zm00001d014000_T001	5	+	28090092	28092999	Zm00001d014000
Zm00001d014001_T001	5	-	28204195	28209403	Zm00001d014001
Zm00001d014003_T001	5	+	28273777	28278340	Zm00001d014003
Zm00001d014005_T001	5	+	28297625	28301322	Zm00001d014005
Zm00001d014006_T001	5	-	28382158	28382632	Zm00001d014006
Zm00001d014007_T001	5	+	28477642	28478182	Zm00001d014007
Zm00001d014011_T001	5	+	28545550	28551393	Zm00001d014011
Zm00001d014013_T001	5	-	28634909	28639636	Zm00001d014013
Zm00001d014015_T001	5	-	28777499	28778178	Zm00001d014015
Zm00001d014016_T001	5	-	28799931	28802306	Zm00001d014016
Zm00001d014017_T002	5	-	28892600	28900558	Zm00001d014017
Zm00001d014019_T001	5	+	28905289	28908173	Zm00001d014019
Zm00001d014020_T001	5	-	28980187	28981108	Zm00001d014020
Zm00001d014021_T001	5	+	28982316	28983657	Zm00001d014021
Zm00001d014024_T001	5	-	29060439	29086263	Zm00001d014024
Zm00001d014025_T003	5	+	29087957	29092328	Zm00001d014025
Zm00001d014026_T001	5	+	29096478	29098881	Zm00001d014026
Zm00001d014027_T001	5	-	29099101	29100364	Zm00001d014027
Zm00001d014029_T001	5	+	29347455	29349180	Zm00001d014029
Zm00001d014030_T001	5	-	29404682	29410087	Zm00001d014030
Zm00001d014031_T002	5	+	29679472	29680243	Zm00001d014031
Zm00001d014032_T001	5	+	29707847	29708480	Zm00001d014032
Zm00001d014033_T001	5	-	29808368	29824010	Zm00001d014033
Zm00001d014035_T001	5	+	29983510	29986762	Zm00001d014035
Zm00001d014036_T001	5	-	29988170	29994678	Zm00001d014036
Zm00001d014037_T004	5	-	30097116	30113105	Zm00001d014037
Zm00001d014038_T003	5	-	30230016	30235454	Zm00001d014038
Zm00001d014039_T002	5	-	30288981	30292232	Zm00001d014039
Zm00001d014040_T001	5	-	30334719	30342720	Zm00001d014040
Zm00001d014043_T001	5	-	30420456	30425053	Zm00001d014043
Zm00001d014046_T001	5	+	30559089	30562350	Zm00001d014046
Zm00001d014049_T001	5	-	30729962	30731067	Zm00001d014049
Zm00001d014050_T001	5	-	30732098	30734896	Zm00001d014050
Zm00001d014051_T001	5	+	30733190	30733831	Zm00001d014051
Zm00001d014052_T001	5	-	30820282	30827303	Zm00001d014052
Zm00001d014053_T001	5	-	30829925	30832312	Zm00001d014053
Zm00001d014054_T001	5	-	30841601	30842273	Zm00001d014054
Zm00001d014055_T002	5	+	30845332	30853050	Zm00001d014055
Zm00001d014056_T001	5	+	30862721	30865368	Zm00001d014056
Zm00001d014058_T001	5	+	30937814	30943999	Zm00001d014058
Zm00001d014060_T001	5	-	31079370	31083342	Zm00001d014060
Zm00001d014061_T001	5	+	31134397	31135141	Zm00001d014061
Zm00001d014062_T001	5	-	31160275	31161727	Zm00001d014062
Zm00001d014063_T001	5	-	31173094	31176859	Zm00001d014063
Zm00001d014065_T001	5	-	31254128	31259724	Zm00001d014065
Zm00001d014066_T001	5	-	31262943	31263321	Zm00001d014066
Zm00001d014070_T001	5	-	31457624	31457870	Zm00001d014070
Zm00001d014072_T001	5	-	31557769	31558015	Zm00001d014072
Zm00001d014073_T003	5	+	31562805	31566178	Zm00001d014073
Zm00001d014074_T001	5	-	31566245	31569069	Zm00001d014074
Zm00001d014075_T001	5	-	31672500	31674979	Zm00001d014075
Zm00001d014076_T001	5	-	31682885	31683179	Zm00001d014076
Zm00001d014078_T004	5	+	31710720	31721035	Zm00001d014078
Zm00001d014079_T001	5	+	31721652	31725281	Zm00001d014079
Zm00001d014080_T001	5	-	31726006	31729760	Zm00001d014080
Zm00001d014081_T001	5	-	31731839	31732370	Zm00001d014081
Zm00001d014082_T001	5	+	31741153	31742727	Zm00001d014082
Zm00001d014083_T001	5	-	31745000	31747554	Zm00001d014083
Zm00001d014084_T001	5	+	31806505	31810397	Zm00001d014084
Zm00001d014085_T001	5	+	31922980	31928214	Zm00001d014085
Zm00001d014088_T002	5	+	31964457	31969276	Zm00001d014088
Zm00001d014089_T001	5	-	31977226	31978440	Zm00001d014089
Zm00001d014090_T001	5	-	31979595	31985197	Zm00001d014090
Zm00001d014091_T001	5	-	32000784	32004311	Zm00001d014091
Zm00001d014093_T001	5	-	32109603	32113606	Zm00001d014093
Zm00001d014094_T003	5	-	32207821	32212251	Zm00001d014094
Zm00001d014097_T001	5	+	32299585	32306371	Zm00001d014097
Zm00001d014098_T003	5	-	32364759	32373491	Zm00001d014098
Zm00001d014099_T001	5	+	32419752	32460975	Zm00001d014099
Zm00001d014100_T001	5	+	32482211	32482991	Zm00001d014100
Zm00001d014101_T001	5	+	32536163	32536748	Zm00001d014101
Zm00001d014102_T002	5	-	32578603	32581159	Zm00001d014102
Zm00001d014103_T001	5	+	32617901	32619876	Zm00001d014103
Zm00001d014104_T001	5	+	32668984	32670785	Zm00001d014104
Zm00001d014106_T001	5	-	32765015	32766133	Zm00001d014106
Zm00001d014107_T001	5	+	32766503	32768117	Zm00001d014107
Zm00001d014108_T002	5	-	32771042	32774720	Zm00001d014108
Zm00001d014109_T003	5	-	32778093	32811691	Zm00001d014109
Zm00001d014110_T001	5	-	32818180	32819837	Zm00001d014110
Zm00001d014111_T001	5	+	32934449	32937216	Zm00001d014111
Zm00001d014112_T004	5	+	32942678	32952221	Zm00001d014112
Zm00001d014113_T001	5	+	32981436	32981850	Zm00001d014113
Zm00001d014114_T002	5	-	32989043	32994466	Zm00001d014114
Zm00001d014115_T001	5	-	32997057	32998607	Zm00001d014115
Zm00001d014116_T001	5	+	33004667	33006287	Zm00001d014116
Zm00001d014117_T001	5	-	33025256	33030501	Zm00001d014117
Zm00001d014118_T001	5	+	33035701	33036575	Zm00001d014118
Zm00001d014119_T001	5	-	33044816	33045532	Zm00001d014119
Zm00001d014121_T001	5	-	33104079	33106019	Zm00001d014121
Zm00001d014122_T001	5	-	33167512	33179297	Zm00001d014122
Zm00001d014123_T001	5	+	33202989	33204555	Zm00001d014123
Zm00001d014124_T002	5	-	33239070	33244411	Zm00001d014124
Zm00001d014126_T001	5	+	33393732	33395460	Zm00001d014126
Zm00001d014127_T001	5	-	33405422	33406237	Zm00001d014127
Zm00001d014128_T001	5	-	33413408	33415521	Zm00001d014128
Zm00001d014129_T005	5	-	33511597	33517765	Zm00001d014129
Zm00001d014132_T001	5	+	33578543	33584855	Zm00001d014132
Zm00001d014133_T001	5	-	33589989	33592210	Zm00001d014133
Zm00001d014134_T001	5	+	33632929	33634732	Zm00001d014134
Zm00001d014135_T001	5	+	33669396	33672106	Zm00001d014135
Zm00001d014136_T001	5	+	33745313	33746963	Zm00001d014136
Zm00001d014138_T005	5	-	33833983	33842701	Zm00001d014138
Zm00001d014139_T001	5	-	33952019	33952436	Zm00001d014139
Zm00001d014140_T001	5	-	34019457	34021439	Zm00001d014140
Zm00001d014141_T002	5	-	34046772	34051266	Zm00001d014141
Zm00001d014142_T001	5	-	34051964	34052565	Zm00001d014142
Zm00001d014143_T001	5	+	34052262	34060949	Zm00001d014143
Zm00001d014145_T001	5	+	34115757	34118808	Zm00001d014145
Zm00001d014146_T001	5	-	34118095	34118983	Zm00001d014146
Zm00001d014147_T001	5	+	34122239	34123847	Zm00001d014147
Zm00001d014148_T002	5	+	34128160	34130618	Zm00001d014148
Zm00001d014149_T001	5	-	34227291	34227924	Zm00001d014149
Zm00001d014150_T003	5	-	34229298	34244983	Zm00001d014150
Zm00001d014151_T001	5	+	34245279	34246068	Zm00001d014151
Zm00001d014152_T002	5	+	34251815	34258225	Zm00001d014152
Zm00001d014153_T001	5	+	34319441	34320422	Zm00001d014153
Zm00001d014155_T001	5	+	34329153	34330134	Zm00001d014155
Zm00001d014157_T001	5	-	34361799	34364724	Zm00001d014157
Zm00001d014158_T001	5	-	34480782	34484281	Zm00001d014158
Zm00001d014159_T045	5	-	34485978	34495039	Zm00001d014159
Zm00001d014160_T001	5	-	34604248	34609420	Zm00001d014160
Zm00001d014161_T001	5	+	34610299	34612470	Zm00001d014161
Zm00001d014162_T001	5	-	34652911	34654963	Zm00001d014162
Zm00001d014163_T001	5	+	34737872	34741999	Zm00001d014163
Zm00001d014164_T001	5	-	34755337	34756520	Zm00001d014164
Zm00001d014165_T001	5	+	34767310	34768429	Zm00001d014165
Zm00001d014166_T001	5	+	34841495	34844540	Zm00001d014166
Zm00001d014167_T001	5	-	34912675	34937634	Zm00001d014167
Zm00001d014168_T001	5	+	34952245	34956390	Zm00001d014168
Zm00001d014169_T001	5	+	34958492	34970162	Zm00001d014169
Zm00001d014170_T001	5	-	34973346	34978069	Zm00001d014170
Zm00001d014171_T001	5	+	34978555	34979359	Zm00001d014171
Zm00001d014172_T001	5	+	34982628	34983652	Zm00001d014172
Zm00001d014173_T001	5	-	34984908	34986130	Zm00001d014173
Zm00001d014175_T007	5	+	34988409	34994291	Zm00001d014175
Zm00001d014177_T001	5	-	34998100	34998982	Zm00001d014177
Zm00001d014178_T006	5	-	35060781	35071638	Zm00001d014178
Zm00001d014179_T001	5	+	35149065	35151432	Zm00001d014179
Zm00001d014180_T002	5	-	35160222	35174053	Zm00001d014180
Zm00001d014181_T001	5	+	35228881	35231084	Zm00001d014181
Zm00001d014183_T002	5	-	35277700	35283873	Zm00001d014183
Zm00001d014184_T001	5	+	35433811	35437415	Zm00001d014184
Zm00001d014185_T001	5	+	35487534	35488342	Zm00001d014185
Zm00001d014186_T003	5	+	35489542	35493245	Zm00001d014186
Zm00001d014187_T003	5	+	35495621	35510727	Zm00001d014187
Zm00001d014188_T001	5	+	35584465	35633987	Zm00001d014188
Zm00001d014189_T003	5	+	35716860	35723715	Zm00001d014189
Zm00001d014190_T001	5	-	35718173	35718905	Zm00001d014190
Zm00001d014191_T001	5	-	35767016	35771795	Zm00001d014191
Zm00001d014192_T001	5	-	35784864	35788510	Zm00001d014192
Zm00001d014193_T001	5	-	35940269	35941490	Zm00001d014193
Zm00001d014194_T001	5	-	35980707	35984040	Zm00001d014194
Zm00001d014196_T001	5	-	35992509	35997626	Zm00001d014196
Zm00001d014198_T001	5	+	36107593	36109905	Zm00001d014198
Zm00001d014199_T003	5	+	36174621	36183719	Zm00001d014199
Zm00001d014200_T001	5	-	36213526	36214422	Zm00001d014200
Zm00001d014201_T001	5	-	36222861	36225042	Zm00001d014201
Zm00001d014202_T001	5	+	36415441	36416245	Zm00001d014202
Zm00001d014203_T001	5	+	36522149	36523481	Zm00001d014203
Zm00001d014204_T001	5	-	36528714	36531015	Zm00001d014204
Zm00001d014205_T001	5	+	36552068	36553129	Zm00001d014205
Zm00001d014207_T002	5	-	36629346	36647233	Zm00001d014207
Zm00001d014210_T001	5	-	36671928	36685232	Zm00001d014210
Zm00001d014212_T001	5	-	36779603	36781018	Zm00001d014212
Zm00001d014216_T001	5	-	36843889	36847637	Zm00001d014216
Zm00001d014217_T001	5	-	36848375	36848786	Zm00001d014217
Zm00001d014219_T001	5	-	36877485	36877866	Zm00001d014219
Zm00001d014222_T001	5	+	36895380	36897327	Zm00001d014222
Zm00001d014223_T001	5	+	36949500	36950446	Zm00001d014223
Zm00001d014224_T001	5	+	36951997	36952978	Zm00001d014224
Zm00001d014226_T001	5	-	37023670	37024672	Zm00001d014226
Zm00001d014232_T001	5	-	37307292	37319672	Zm00001d014232
Zm00001d014233_T001	5	+	37337327	37338952	Zm00001d014233
Zm00001d014235_T002	5	+	37521871	37526366	Zm00001d014235
Zm00001d014236_T001	5	+	37541131	37544584	Zm00001d014236
Zm00001d014237_T001	5	+	37546925	37548596	Zm00001d014237
Zm00001d014239_T001	5	+	37682387	37690146	Zm00001d014239
Zm00001d014241_T001	5	+	37751579	37770093	Zm00001d014241
Zm00001d014243_T001	5	+	37785957	37788118	Zm00001d014243
Zm00001d014244_T001	5	+	37833151	37834955	Zm00001d014244
Zm00001d014246_T004	5	+	37903652	37920004	Zm00001d014246
Zm00001d014249_T001	5	+	38005177	38006513	Zm00001d014249
Zm00001d014250_T001	5	+	38073927	38074939	Zm00001d014250
Zm00001d014252_T001	5	-	38187607	38192535	Zm00001d014252
Zm00001d014253_T001	5	+	38196208	38196691	Zm00001d014253
Zm00001d014254_T001	5	-	38312295	38316767	Zm00001d014254
Zm00001d014255_T001	5	+	38316946	38340936	Zm00001d014255
Zm00001d014256_T004	5	-	38434378	38446001	Zm00001d014256
Zm00001d014258_T002	5	-	38466700	38476589	Zm00001d014258
Zm00001d014260_T001	5	-	38480783	38481712	Zm00001d014260
Zm00001d014261_T041	5	+	38492628	38499065	Zm00001d014261
Zm00001d014262_T001	5	+	38500427	38503678	Zm00001d014262
Zm00001d014263_T001	5	-	38542008	38545802	Zm00001d014263
Zm00001d014267_T001	5	+	38551269	38553405	Zm00001d014267
Zm00001d014268_T001	5	+	38594780	38595941	Zm00001d014268
Zm00001d014269_T001	5	-	38607401	38611497	Zm00001d014269
Zm00001d014270_T001	5	+	38610058	38614329	Zm00001d014270
Zm00001d014271_T001	5	+	38630684	38632757	Zm00001d014271
Zm00001d014272_T002	5	-	38675716	38677965	Zm00001d014272
Zm00001d014275_T003	5	+	38929695	38950577	Zm00001d014275
Zm00001d014278_T001	5	+	39066403	39076918	Zm00001d014278
Zm00001d014280_T001	5	-	39152483	39178930	Zm00001d014280
Zm00001d014282_T001	5	+	39367917	39368265	Zm00001d014282
Zm00001d014284_T002	5	+	39393733	39396064	Zm00001d014284
Zm00001d014285_T001	5	-	39448632	39449484	Zm00001d014285
Zm00001d014286_T002	5	-	39506943	39517360	Zm00001d014286
Zm00001d014290_T001	5	+	39659998	39668682	Zm00001d014290
Zm00001d014291_T001	5	+	39715417	39722456	Zm00001d014291
Zm00001d014292_T001	5	-	39727456	39730682	Zm00001d014292
Zm00001d014294_T009	5	-	39803825	39816170	Zm00001d014294
Zm00001d014297_T017	5	+	40021550	40049955	Zm00001d014297
Zm00001d014299_T001	5	-	40086166	40087889	Zm00001d014299
Zm00001d014300_T001	5	+	40091027	40094078	Zm00001d014300
Zm00001d014302_T002	5	-	40157089	40174134	Zm00001d014302
Zm00001d014303_T003	5	-	40158076	40174072	Zm00001d014303
Zm00001d014304_T001	5	+	40355252	40362818	Zm00001d014304
Zm00001d014306_T001	5	+	40401949	40415916	Zm00001d014306
Zm00001d014308_T001	5	-	40495143	40497737	Zm00001d014308
Zm00001d014309_T001	5	+	40501750	40504609	Zm00001d014309
Zm00001d014311_T001	5	-	40576846	40577830	Zm00001d014311
Zm00001d014313_T001	5	-	40589081	40591437	Zm00001d014313
Zm00001d014314_T001	5	+	40630520	40633058	Zm00001d014314
Zm00001d014315_T001	5	+	40642113	40643280	Zm00001d014315
Zm00001d014316_T001	5	-	40644980	40646957	Zm00001d014316
Zm00001d014317_T001	5	-	40685898	40686909	Zm00001d014317
Zm00001d014318_T001	5	+	40762312	40763302	Zm00001d014318
Zm00001d014319_T001	5	-	40856447	40856843	Zm00001d014319
Zm00001d014321_T005	5	-	40895450	40903341	Zm00001d014321
Zm00001d014324_T005	5	+	41031210	41035865	Zm00001d014324
Zm00001d014325_T001	5	+	41050429	41054227	Zm00001d014325
Zm00001d014327_T001	5	+	41088657	41100169	Zm00001d014327
Zm00001d014328_T001	5	-	41100170	41101676	Zm00001d014328
Zm00001d014329_T001	5	+	41106599	41108048	Zm00001d014329
Zm00001d014330_T008	5	-	41110594	41123892	Zm00001d014330
Zm00001d014331_T001	5	+	41118626	41121486	Zm00001d014331
Zm00001d014332_T001	5	+	41135535	41136739	Zm00001d014332
Zm00001d014333_T001	5	-	41137018	41137941	Zm00001d014333
Zm00001d014335_T001	5	-	41174765	41176346	Zm00001d014335
Zm00001d014337_T001	5	+	41302176	41326862	Zm00001d014337
Zm00001d014338_T001	5	-	41448866	41449913	Zm00001d014338
Zm00001d014340_T001	5	-	41543862	41566834	Zm00001d014340
Zm00001d014341_T001	5	-	41784279	41786309	Zm00001d014341
Zm00001d014343_T003	5	-	41976613	41981986	Zm00001d014343
Zm00001d014344_T002	5	-	42041321	42064394	Zm00001d014344
Zm00001d014345_T001	5	-	42127511	42129124	Zm00001d014345
Zm00001d014347_T003	5	-	42131903	42143400	Zm00001d014347
Zm00001d014348_T001	5	+	42143477	42147221	Zm00001d014348
Zm00001d014349_T001	5	+	42157555	42158263	Zm00001d014349
Zm00001d014350_T001	5	-	42227255	42227641	Zm00001d014350
Zm00001d014351_T001	5	+	42228649	42229681	Zm00001d014351
Zm00001d014352_T001	5	+	42315105	42316131	Zm00001d014352
Zm00001d014353_T001	5	+	42341494	42342520	Zm00001d014353
Zm00001d014355_T001	5	-	42443373	42444156	Zm00001d014355
Zm00001d014356_T001	5	-	42477756	42478810	Zm00001d014356
Zm00001d014357_T001	5	-	42504945	42506201	Zm00001d014357
Zm00001d014358_T007	5	-	42615313	42621833	Zm00001d014358
Zm00001d014359_T001	5	-	42626448	42626820	Zm00001d014359
Zm00001d014360_T001	5	+	42665587	42669804	Zm00001d014360
Zm00001d014361_T001	5	-	42781754	42792622	Zm00001d014361
Zm00001d014364_T002	5	+	42931795	42934191	Zm00001d014364
Zm00001d014365_T001	5	+	43034751	43034920	Zm00001d014365
Zm00001d014366_T001	5	+	43072230	43076160	Zm00001d014366
Zm00001d014367_T004	5	+	43171693	43195795	Zm00001d014367
Zm00001d014368_T001	5	-	43191880	43193309	Zm00001d014368
Zm00001d014369_T002	5	+	43356670	43378843	Zm00001d014369
Zm00001d014373_T001	5	-	43471070	43472030	Zm00001d014373
Zm00001d014376_T001	5	+	43556615	43557735	Zm00001d014376
Zm00001d014377_T002	5	+	43566075	43572737	Zm00001d014377
Zm00001d014378_T001	5	-	43720207	43733858	Zm00001d014378
Zm00001d014379_T001	5	-	43732329	43734109	Zm00001d014379
Zm00001d014381_T001	5	+	43773868	43774287	Zm00001d014381
Zm00001d014382_T003	5	-	43775330	43779804	Zm00001d014382
Zm00001d014383_T004	5	-	43801421	43807228	Zm00001d014383
Zm00001d014384_T001	5	+	43802468	43803095	Zm00001d014384
Zm00001d014385_T001	5	-	43923684	43927702	Zm00001d014385
Zm00001d014386_T001	5	+	44141572	44143424	Zm00001d014386
Zm00001d014389_T001	5	-	44332048	44336641	Zm00001d014389
Zm00001d014391_T001	5	+	44425622	44431178	Zm00001d014391
Zm00001d014392_T001	5	-	44433058	44433846	Zm00001d014392
Zm00001d014393_T001	5	-	44434845	44436867	Zm00001d014393
Zm00001d014394_T001	5	-	44445931	44451718	Zm00001d014394
Zm00001d014395_T001	5	+	44453006	44456042	Zm00001d014395
Zm00001d014396_T001	5	-	44456779	44457441	Zm00001d014396
Zm00001d014397_T001	5	-	44462215	44467346	Zm00001d014397
Zm00001d014398_T001	5	-	44467788	44468320	Zm00001d014398
Zm00001d014399_T001	5	+	44470185	44471866	Zm00001d014399
Zm00001d014400_T002	5	-	44472454	44480342	Zm00001d014400
Zm00001d014401_T001	5	+	44474956	44475721	Zm00001d014401
Zm00001d014405_T001	5	-	44701127	44705362	Zm00001d014405
Zm00001d014406_T001	5	-	44706103	44706454	Zm00001d014406
Zm00001d014407_T001	5	-	44838061	44838313	Zm00001d014407
Zm00001d014411_T001	5	-	45046682	45063326	Zm00001d014411
Zm00001d014412_T001	5	+	45063848	45065087	Zm00001d014412
Zm00001d014413_T004	5	-	45128929	45149802	Zm00001d014413
Zm00001d014414_T001	5	-	45253036	45256002	Zm00001d014414
Zm00001d014415_T002	5	-	45481477	45483162	Zm00001d014415
Zm00001d014416_T002	5	-	45484962	45485800	Zm00001d014416
Zm00001d014417_T002	5	+	45485966	45493732	Zm00001d014417
Zm00001d014418_T001	5	+	45731507	45735197	Zm00001d014418
Zm00001d014419_T001	5	-	45785642	45787979	Zm00001d014419
Zm00001d014421_T001	5	-	45945829	45947982	Zm00001d014421
Zm00001d014422_T004	5	+	45956642	45962835	Zm00001d014422
Zm00001d014423_T002	5	-	46040812	46045477	Zm00001d014423
Zm00001d014424_T001	5	+	46054445	46055704	Zm00001d014424
Zm00001d014425_T006	5	+	46337459	46350865	Zm00001d014425
Zm00001d014426_T002	5	+	46369406	46376355	Zm00001d014426
Zm00001d014427_T002	5	+	46497045	46504288	Zm00001d014427
Zm00001d014428_T002	5	-	46505770	46508810	Zm00001d014428
Zm00001d014429_T001	5	-	46509323	46521532	Zm00001d014429
Zm00001d014434_T001	5	+	46670464	46671117	Zm00001d014434
Zm00001d014435_T004	5	+	46708302	46712464	Zm00001d014435
Zm00001d014436_T001	5	+	46815071	46820691	Zm00001d014436
Zm00001d014438_T001	5	-	46913469	46918669	Zm00001d014438
Zm00001d014442_T001	5	+	47122413	47132143	Zm00001d014442
Zm00001d014443_T001	5	-	47269876	47273702	Zm00001d014443
Zm00001d014444_T001	5	+	47371202	47385726	Zm00001d014444
Zm00001d014445_T001	5	-	47372482	47391812	Zm00001d014445
Zm00001d014446_T001	5	-	47422445	47427572	Zm00001d014446
Zm00001d014447_T002	5	-	47586181	47596407	Zm00001d014447
Zm00001d014449_T001	5	-	47751803	47756916	Zm00001d014449
Zm00001d014451_T002	5	+	47928632	47933975	Zm00001d014451
Zm00001d014455_T001	5	-	48031605	48033356	Zm00001d014455
Zm00001d014456_T001	5	+	48034202	48043502	Zm00001d014456
Zm00001d014458_T001	5	+	48260779	48266573	Zm00001d014458
Zm00001d014459_T001	5	+	48278315	48280704	Zm00001d014459
Zm00001d014460_T001	5	-	48329373	48332335	Zm00001d014460
Zm00001d014461_T001	5	+	48372194	48375015	Zm00001d014461
Zm00001d014462_T002	5	+	48439968	48442067	Zm00001d014462
Zm00001d014463_T001	5	-	48442167	48443331	Zm00001d014463
